FID,geom,efetivacao,id,tipo,latitude,longitude,elevacao,vfr,ifr,timezone,privado,nome,uf
AIRPORT21JUL16.3172,MULTIPOINT ((-42.644051684717084 -9.081956621406716)),2011-01-01,SWKQ,AD,-9.08278,-42.64444,415,N,N,C,YES,SÃO RAIMUNDO NONATO / Serra da Capivara,PI
AIRPORT21JUL16.3173,MULTIPOINT ((-59.327619976683 -15.647939675993348)),2011-12-15,SWDS,AD,-15.64861,-59.32722,344,N,N,D,YES,PONTES E LACERDA / Favo de Mel,MT
AIRPORT21JUL16.3174,MULTIPOINT ((-49.13574190916096 -15.342383628100905)),2012-05-03,SWGO,AD,-15.34306,-49.13583,676,N,N,C,YES,GOIANÉSIA / Santa Cecília,GO
AIRPORT21JUL16.3175,MULTIPOINT ((-49.87938834102814 -16.826310347819778)),2011-12-15,SWGP,AD,-16.82694,-49.87944,608,N,N,C,YES,PALMEIRAS DE GOIÁS / Palmeiras de Goiás,GO
AIRPORT21JUL16.3176,MULTIPOINT ((-51.28390070391321 -14.91654012323199)),2012-01-20,SWIK,AD,-14.91722,-51.28389,285,N,N,D,YES,COCALINHO / Faz. Vanguarda,MT
AIRPORT21JUL16.3177,MULTIPOINT ((-51.58530457689868 -18.669414588011033)),2011-12-15,SWKR,AD,-18.67,-51.58528,534,N,N,D,YES,ITARUMÃ / Faz. Mangue Che II,GO
AIRPORT21JUL16.3178,MULTIPOINT ((-55.85856071014649 -10.90005491136389)),2011-12-15,SWKV,AD,-10.90083,-55.85833,334,N,N,D,YES,ITAÚBA / Faz. Beira Rio,MT
AIRPORT21JUL16.3179,MULTIPOINT ((-57.35446895644117 -14.780143741612676)),2011-12-15,SWGQ,AD,-14.78083,-57.35417,230,N,N,D,YES,NOVA OLÍMPIA / Faz. Monte Alegre,MT
AIRPORT21JUL16.3180,MULTIPOINT ((-54.349882719310976 -17.01520297064325)),2011-12-15,SWIL,AD,-17.01583,-54.34972,362,N,N,D,YES,PEDRA PRETA / Faz. Tarumã,MT
AIRPORT21JUL16.3181,MULTIPOINT ((-50.59275646824871 -14.543197614269065)),2011-12-15,SWAA,AD,-14.54389,-50.59278,273,N,N,C,YES,NOVA CRIXÁS / Faz. Ykaraí,GO
AIRPORT21JUL16.3182,MULTIPOINT ((-49.15073787499217 -23.64094473399497)),2011-01-01,SWAM,AD,-23.64139,-49.15083,660,N,N,C,YES,TAQUARITUBA / Faz. Agropecuária Gomes,SP
AIRPORT21JUL16.3183,MULTIPOINT ((-52.09866225497092 -15.90184236013587)),2011-05-01,SWEC,AD,-15.9025,-52.09861,310,N,N,C,YES,ARAGARÇAS / Estância das Cascatas,GO
AIRPORT21JUL16.3184,MULTIPOINT ((-50.20857088019973 -17.171597144207727)),2011-12-15,SWGT,AD,-17.17222,-50.20861,582,N,N,C,YES,JANDAIA / Faz. Nova,GO
AIRPORT21JUL16.3185,MULTIPOINT ((-51.67364180175533 -16.117681232743482)),2011-12-15,SWIM,AD,-16.11833,-51.67361,348,N,N,C,YES,MONTES CLAROS DE GOIÁS / Faz. Três Ranchos,GO
AIRPORT21JUL16.3186,MULTIPOINT ((-51.58780396457744 -13.080384677792114)),2011-12-15,SWAR,AD,-13.08111,-51.58778,295,N,N,D,YES,RIBEIRÃO CASCALHEIRA / Faz. Aruanã,MT
AIRPORT21JUL16.3187,MULTIPOINT ((-49.12768840586037 -7.757766148361321)),2011-05-01,SWED,AD,-7.75861,-49.12778,209,N,N,C,YES,ARAPOEMA / Faz. Eldorado,TO
AIRPORT21JUL16.3188,MULTIPOINT ((-50.054675554015695 -12.398146411659848)),2011-01-01,SWGU,AD,-12.39889,-50.05472,225,N,N,C,YES,SANDOLÂNDIA / Faz. Água Fria,TO
AIRPORT21JUL16.3189,MULTIPOINT ((-46.61783209054316 -23.67594318169427)),2011-05-01,SIPZ,HP,-23.67639,-46.61806,818,N,N,C,YES,DIADEMA / HELPN Papaiz,SP
AIRPORT21JUL16.3190,MULTIPOINT ((-46.681168762737194 -23.590940718014757)),2012-01-20,SIJX,HP,-23.59139,-46.68139,797,Y,N,C,YES,SÃO PAULO / HELPN Internacional Plaza,SP
AIRPORT21JUL16.3191,MULTIPOINT ((-46.67450177290115 -23.582329339160047)),2012-01-20,SIMD,HP,-23.58278,-46.67472,782,Y,N,C,YES,SÃO PAULO / HELPN Resedá Office,SP
AIRPORT21JUL16.3192,MULTIPOINT ((-48.264585487259104 -19.981393858044726)),2012-01-20,SIRL,HP,-19.98194,-48.26472,590,N,N,C,YES,CONCEIÇÃO DAS ALAGOAS / HELPN Virgínia Lyra,MG
AIRPORT21JUL16.3193,MULTIPOINT ((-34.870641727024804 -8.056646691768181)),2011-12-15,SIRP,HP,-8.0575,-34.87139,82,Y,N,C,YES,RECIFE / HELPN Frei Caneca,PE
AIRPORT21JUL16.3194,MULTIPOINT ((-46.60727623586609 -23.53816125166889)),2012-01-20,SIUD,HP,-23.53861,-46.6075,764,Y,N,C,YES,SÃO PAULO / HELPN Montes Horebe,SP
AIRPORT21JUL16.3195,MULTIPOINT ((-46.67172384339009 -23.58677391057847)),2011-01-01,SIMM,HP,-23.58722,-46.67194,806,Y,N,C,YES,SÃO PAULO / HELPN Edifício Corporate Park,SP
AIRPORT21JUL16.3196,MULTIPOINT ((-46.58199730619094 -23.464825688260674)),2011-01-01,SIRY,HP,-23.46528,-46.58222,756,Y,N,C,YES,SÃO PAULO / HELPN Hiper - Bergamini,SP
AIRPORT21JUL16.3197,MULTIPOINT ((-46.70422550901544 -23.573162439154952)),2012-03-08,SIKD,HP,-23.57361,-46.70444,733,Y,N,C,YES,SÃO PAULO / HELPN SODEPA,SP
AIRPORT21JUL16.3198,MULTIPOINT ((-45.38832532698341 -23.82900130944638)),2011-05-01,SINB,HP,-23.82944,-45.38861,3,N,N,C,YES,ILHABELA / HELPN Tubarão,SP
AIRPORT21JUL16.3199,MULTIPOINT ((-49.1629583215069 -26.705484773652824)),2011-12-15,SJEE,HP,-26.70583,-49.16306,91,Y,N,C,YES,POMERODE / HELPN Malwee Pomerode,SC
AIRPORT21JUL16.3200,MULTIPOINT ((-35.77179311463306 -8.2552632699442)),2012-03-08,SJPD,HP,-8.25611,-35.7725,507,Y,N,C,YES,BEZERROS / HELPN Riacho Verde,PE
AIRPORT21JUL16.3201,MULTIPOINT ((-49.29352148707598 -25.603783086359442)),2011-05-01,SJST,HP,-25.60417,-49.29361,853,Y,N,C,YES,CURITIBA / HELPN Umbará Energy,PR
AIRPORT21JUL16.3202,MULTIPOINT ((-44.71495950819882 -23.230093240085772)),2011-12-15,SJIX,HP,-23.23056,-44.71528,3,Y,N,C,YES,PARATI / HELPN Marina Porto Imperial,RJ
AIRPORT21JUL16.3203,MULTIPOINT ((-54.572681424050096 -25.5154453118657)),2011-05-01,SJPF,HP,-25.51583,-54.5725,216,Y,N,C,YES,FOZ DO IGUAÇU / HELPN Polícia Federal,PR
AIRPORT21JUL16.3204,MULTIPOINT ((-46.85117730261635 -23.612608275833793)),2011-05-01,SJBJ,HP,-23.61306,-46.85139,820,Y,N,C,YES,COTIA / HELPN Guancan,SP
AIRPORT21JUL16.3205,MULTIPOINT ((-35.73984450783803 -9.658902206229158)),2011-05-01,SJEZ,HP,-9.65972,-35.74056,21,Y,N,C,YES,MACEIÓ / HELPN República dos Palmares,AL
AIRPORT21JUL16.3206,MULTIPOINT ((-55.83884223328168 -15.847394107606792)),2015-08-20,SIML,AD,-15.84806,-55.83861,154,N,,D,YES,SANTO ANTÔNIO DO LEVERGER / Faz. Siriema,MT
AIRPORT21JUL16.3207,MULTIPOINT ((-48.210424468230705 -1.168192981091464)),2015-08-20,SSUC,AD,-1.16917,-48.21056,18,N,,C,YES,SANTA BÁRBARA DO PARÁ / Célia Neuza,PA
AIRPORT21JUL16.3208,MULTIPOINT ((-53.95736892834125 -22.76897347452926)),2015-08-20,SIOS,AD,-22.76944,-53.95722,400,N,N,D,YES,JATEÍ / Faz. Santa Josefa,MS
AIRPORT21JUL16.3209,MULTIPOINT ((-45.3008380893961 -13.431501034285535)),2015-08-20,SSDH,AD,-13.43222,-45.30111,771,N,,C,YES,CORRENTINA / Faz. Chapadão Alegre,BA
AIRPORT21JUL16.3210,MULTIPOINT ((-46.22810991717205 -4.32130740493331)),2011-01-01,SNHW,AD,-4.32222,-46.22833,305,N,N,C,YES,SANTA LUZIA / Faz. Agro-Maratá,MA
AIRPORT21JUL16.3211,MULTIPOINT ((-47.20510013575387 -1.2351385895062086)),2012-01-20,SNCI,AD,-1.23611,-47.20528,53,N,N,C,YES,CAPANEMA / Cibrasa,PA
AIRPORT21JUL16.3212,MULTIPOINT ((-45.55611877520612 -20.065004177850906)),2011-12-15,SNLY,AD,-20.06556,-45.55639,658,N,N,C,YES,LAGOA DA PRATA / Lagoa da Prata,MG
AIRPORT21JUL16.3213,MULTIPOINT ((-48.88128868051436 -3.89907758051069)),2011-05-01,SNIL,AD,-3.9,-48.88139,74,N,N,C,YES,GOIANÉSIA DO PARÁ / Faz. Santo Antônio,PA
AIRPORT21JUL16.3214,MULTIPOINT ((-43.59854314532239 -5.741889475538372)),2011-12-15,SNIR,AD,-5.74278,-43.59889,217,N,N,C,YES,PARNARAMA / Faz. Mata Escura,MA
AIRPORT21JUL16.3215,MULTIPOINT ((-54.70517013022128 -2.5457183603792335)),2011-01-01,SNCJ,AD,-2.54667,-54.705,124,N,N,C,YES,SANTARÉM / Piquiatuba,PA
AIRPORT21JUL16.3216,MULTIPOINT ((-38.90942624927025 -13.38871152635138)),2012-01-20,SNCL,AD,-13.38944,-38.91,1,N,N,C,YES,CAIRU / Lorenzo,BA
AIRPORT21JUL16.3217,MULTIPOINT ((-49.59104311618605 -9.431135225556247)),2011-05-01,SNLZ,AD,-9.43194,-49.59111,204,N,N,C,YES,DIVINÓPOLIS DO TOCANTINS / Faz. Boca da Mata,TO
AIRPORT21JUL16.3218,MULTIPOINT ((-55.85689502750439 -12.210640145759744)),2012-03-08,SNFP,AD,-12.21139,-55.85667,352,P,N,D,YES,SORRISO / Faz. Pirapó,MT
AIRPORT21JUL16.3219,MULTIPOINT ((-43.59743229719559 -5.19604547596476)),2012-01-20,SNIS,AD,-5.19694,-43.59778,140,N,N,C,YES,CAXIAS / Faz. Rio Largo,MA
AIRPORT21JUL16.3220,MULTIPOINT ((-49.882443481246014 -18.64580270801135)),2011-05-01,SNIV,AD,-18.64639,-49.8825,434,N,N,C,YES,IPIAÇU / Faz. Jumari,MG
AIRPORT21JUL16.3221,MULTIPOINT ((-36.28542367189702 -10.220025903261291)),2011-05-01,SNCY,AD,-10.22083,-36.28611,42,N,N,C,YES,CORURIPE / Campo da Praia,AL
AIRPORT21JUL16.3222,MULTIPOINT ((-45.02221519657069 -12.159526752340545)),2011-05-01,SNDH,AD,-12.16028,-45.0225,513,,N,C,YES,BARREIRAS / Aba,BA
AIRPORT21JUL16.3223,MULTIPOINT ((-56.84527077772814 -6.83524559815214)),2011-12-15,SNMD,AD,-6.83611,-56.845,143,N,N,C,YES,ITAITUBA / Mundico Coelho,PA
AIRPORT21JUL16.3224,MULTIPOINT ((-59.100661072070444 -13.552611947765385)),2012-01-20,SNIX,AD,-13.55333,-59.10028,493,N,N,D,YES,CAMPOS DE JÚLIO / Faz. Masutti,MT
AIRPORT21JUL16.3225,MULTIPOINT ((-45.56918468908132 -12.920378211321362)),2011-12-15,SNDQ,AD,-12.92111,-45.56944,777,N,N,C,YES,SÃO DESIDÉRIO / Faz. Soya,BA
AIRPORT21JUL16.3226,MULTIPOINT ((-42.872398917699996 -5.079376139633268)),2011-01-01,SNDR,AD,-5.08028,-42.87278,114,Y,N,C,YES,TIMON / Domingos Rego,MA
AIRPORT21JUL16.3227,MULTIPOINT ((-38.022998324334004 -12.488967087705074)),2011-05-01,SNME,AD,-12.48972,-38.02361,51,N,N,C,YES,MATA DE SÃO JOÃO / Costa dos Coqueiros,BA
AIRPORT21JUL16.3228,MULTIPOINT ((-52.60785243106012 -12.801211239076492)),2012-01-20,SWGV,AD,-12.80194,-52.60778,306,N,N,D,YES,CANARANA / Faz. Cocal II,MT
AIRPORT21JUL16.3229,MULTIPOINT ((-48.578767665647334 -19.945837551670863)),2011-01-01,SWAU,AD,-19.94639,-48.57889,790,N,N,C,YES,PIRAJUBA / Faz. Nossa Senhora Aparecida,MG
AIRPORT21JUL16.3230,MULTIPOINT ((-51.15667237358575 -14.812370898833864)),2012-01-20,SWEF,AD,-14.81306,-51.15667,258,N,N,D,YES,COCALINHO / Faz. Europa,MT
AIRPORT21JUL16.3231,MULTIPOINT ((-57.992554098733514 -14.244018837588163)),2012-01-20,SWIN,AD,-14.24472,-57.99222,677,N,N,D,YES,CAMPO NOVO DO PARECIS / Faz. Itamarati Norte,MT
AIRPORT21JUL16.3232,MULTIPOINT ((-52.04004774600981 -13.254277616832587)),2012-01-20,SWBJ,AD,-13.255,-52.04,408,N,N,D,YES,CANARANA / Faz. Itarema,MT
AIRPORT21JUL16.3233,MULTIPOINT ((-51.916708871464614 -15.04932110685633)),2011-05-01,SWEL,AD,-15.05,-51.91667,260,N,N,D,YES,ARAGUAIANA / Faz. Santa Eulália,MT
AIRPORT21JUL16.3234,MULTIPOINT ((-53.26149201818082 -1.2670837049265582)),2011-05-01,SWIV,AD,-1.26806,-53.26139,146,N,N,C,YES,ALMEIRIM / Águia Branca do Parú,PA
AIRPORT21JUL16.3235,MULTIPOINT ((-54.003475376152615 -14.618198565628273)),2012-03-08,SWEM,AD,-14.61889,-54.00333,560,N,N,D,YES,PRIMAVERA DO LESTE / Emal - Empresa de Mineração Aripuanã Ltda.,MT
AIRPORT21JUL16.3236,MULTIPOINT ((-56.991390987111245 -10.054757606916052)),2011-12-15,SWHJ,AD,-10.05556,-56.99111,274,N,N,D,YES,NOVA MONTE VERDE / Faz. Bela Vista,MT
AIRPORT21JUL16.3237,MULTIPOINT ((-55.121862797725846 -15.274324979892995)),2012-01-20,SWHL,AD,-15.275,-55.12167,685,N,N,D,YES,CAMPO VERDE / Faz. Marabá,MT
AIRPORT21JUL16.3238,MULTIPOINT ((-58.12867243404712 -14.744308467867313)),2012-03-08,SWJB,AD,-14.745,-58.12833,508,N,N,D,YES,TANGARÁ DA SERRA / Faz. Juba,MT
AIRPORT21JUL16.3239,MULTIPOINT ((-46.67923685376105 -13.451502820567415)),2011-01-01,SWJD,AD,-13.45222,-46.67944,390,N,N,C,YES,SÃO DOMINGOS / Faz. Genipapo,GO
AIRPORT21JUL16.3240,MULTIPOINT ((-56.087459640616814 -9.936700176429694)),2012-01-20,SWEN,AD,-9.9375,-56.08722,306,N,N,D,YES,ALTA FLORESTA / Estância Recanto,MT
AIRPORT21JUL16.3241,MULTIPOINT ((-58.4906279305876 -10.198370401662512)),2012-03-08,SWJF,AD,-10.19917,-58.49028,317,N,N,D,YES,JURUENA / Faz. São Marcelo,MT
AIRPORT21JUL16.3242,MULTIPOINT ((-61.550484802648675 0.210720626407002)),2011-12-15,SWEO,AD,0.20972,-61.55,80,N,N,C,YES,RORAINÓPOLIS / Itapara Sport Fishing,RR
AIRPORT21JUL16.3243,MULTIPOINT ((-51.33556985697132 -14.975708250115103)),2011-05-01,SWJK,AD,-14.97639,-51.33556,300,N,N,C,YES,BRITÂNIA / Faz. São Paulo,GO
AIRPORT21JUL16.3244,MULTIPOINT ((-51.014998915383316 -14.142632329673662)),2012-01-20,SWCN,AD,-14.14333,-51.015,239,N,N,D,YES,COCALINHO / Faz. Saudade,MT
AIRPORT21JUL16.3245,MULTIPOINT ((-46.6520006792588 -23.557884125937075)),2012-01-20,SJFC,HP,-23.55833,-46.65222,825,Y,N,C,YES,SÃO PAULO / HELPN Federação do Comércio do Estado de São Paulo,SP
AIRPORT21JUL16.3246,MULTIPOINT ((-40.10253654459122 -13.839557855543065)),2011-12-15,SJJE,HP,-13.84028,-40.10306,216,N,N,C,YES,JEQUIE / HELPN Jequie,BA
AIRPORT21JUL16.3247,MULTIPOINT ((-46.90006935153861 -23.170928471365123)),2011-12-15,SJPJ,HP,-23.17139,-46.90028,748,N,N,C,YES,JUNDIAÍ / HELPN Prefeitura do Município de Jundiaí,SP
AIRPORT21JUL16.3248,MULTIPOINT ((-47.488988954492676 -22.33007106805507)),2011-12-15,SJBL,HP,-22.33056,-47.48917,644,Y,N,C,YES,RIO CLARO / HELPN Faz. São José,SP
AIRPORT21JUL16.3249,MULTIPOINT ((-43.280999790271544 -22.898691380177343)),2011-12-15,SJFD,HP,-22.89917,-43.28139,54,Y,N,C,YES,RIO DE JANEIRO / HELPN Méier Medical Center,RJ
AIRPORT21JUL16.3250,MULTIPOINT ((-49.102678469871506 -25.461000694409005)),2011-12-15,SJJS,HP,-25.46139,-49.10278,910,Y,N,C,YES,PIRAQUARA / HELPN BS Colway,PR
AIRPORT21JUL16.3251,MULTIPOINT ((-43.12293644579023 -22.86619003870973)),2011-12-15,SJPM,HP,-22.86667,-43.12333,4,Y,N,C,YES,NITERÓI / HELPN Cap. PM Cidimar Antunes de Almeida,RJ
AIRPORT21JUL16.3252,MULTIPOINT ((-39.06775878612238 -16.48461858028741)),2011-12-15,SJPY,HP,-16.48528,-39.06833,2,Y,N,C,YES,PORTO SEGURO / HELPN Coqueiral,BA
AIRPORT21JUL16.3253,MULTIPOINT ((-39.10498213171557 -16.702401837063025)),2011-12-15,SJFE,HP,-16.70306,-39.10556,4,Y,N,C,YES,PORTO SEGURO / HELPN Condomínio Jacumã Ocean Resort,BA
AIRPORT21JUL16.3254,MULTIPOINT ((-48.62098542134927 -27.026050278874923)),2011-05-01,SJKD,HP,-27.02639,-48.62111,19,Y,N,C,YES,BALNEÁRIO CAMBORIÚ / HELPN Helisilva,SC
AIRPORT21JUL16.3255,MULTIPOINT ((-45.01249846706543 -3.115173005933979)),2011-05-01,SJPZ,HP,-3.11611,-45.01278,18,N,N,C,YES,MATINHA / HELPN Faz. Santo Antônio,MA
AIRPORT21JUL16.3256,MULTIPOINT ((-48.21708276621846 -20.411961366543625)),2011-05-01,SJFH,HP,-20.4125,-48.21722,551,Y,N,C,YES,GUAÍRA / HELPN I.I.J.O - Rosário,SP
AIRPORT21JUL16.3257,MULTIPOINT ((-47.58176986551962 -23.5081615977919)),2011-05-01,SJKF,HP,-23.50861,-47.58194,612,N,N,C,YES,ARAIÇOABA DA SERRA / HELPN Lago Azul,SP
AIRPORT21JUL16.3258,MULTIPOINT ((-46.68728017399992 -23.595107518722156)),2012-03-08,SJBP,HP,-23.59556,-46.6875,812,Y,N,C,YES,SÃO PAULO / HELPN Edifício Atrium VI.com,SP
AIRPORT21JUL16.3259,MULTIPOINT ((-46.90368554260963 -19.67527301156554)),2011-05-01,SJBQ,HP,-19.67583,-46.90389,1113,N,N,C,YES,ARAXÁ / HELPN CBMM,MG
AIRPORT21JUL16.3260,MULTIPOINT ((-46.33059487037521 -23.95178439802419)),2011-12-15,SJKY,HP,-23.95222,-46.33083,20,Y,N,C,YES,SANTOS / HELPN Comeri Santos,SP
AIRPORT21JUL16.3261,MULTIPOINT ((-50.16245472021856 -26.392697442395644)),2015-08-20,SIGH,HP,-26.39306,-50.1625,815,Y,N,C,YES,PAPANDUVA / HELPN Igarashi,SC
AIRPORT21JUL16.3262,MULTIPOINT ((-49.48603417405988 -20.806695481568852)),2015-08-20,SDMH,AD,-20.80722,-49.48611,584,N,N,C,NO,MIRASSOL / Mirassol,SP
AIRPORT21JUL16.3263,MULTIPOINT ((-54.60851359572532 -23.429825789289417)),2011-05-01,SNWD,AD,-23.43028,-54.60833,407,N,N,D,YES,IGUATEMI / Faz. Guavirá,MS
AIRPORT21JUL16.3264,MULTIPOINT ((-57.23252152346407 -16.7204699611961)),2012-03-08,SNQR,AD,-16.72111,-57.23222,118,N,N,D,YES,POCONÉ / Faz. Bahia - Don Bosco,MT
AIRPORT21JUL16.3265,MULTIPOINT ((-55.49633219124743 -20.94447462269097)),2012-03-08,SNSY,AD,-20.945,-55.49611,380,N,N,D,YES,BONITO / Faz. São José,MS
AIRPORT21JUL16.3266,MULTIPOINT ((-50.11634287338459 -21.86811498086796)),2011-01-01,SNTA,AD,-21.86861,-50.11639,440,N,N,C,YES,POMPÉIA / Faz. São Miguel,SP
AIRPORT21JUL16.3267,MULTIPOINT ((-55.23187681616282 -22.43757344000301)),2011-12-15,SNWF,AD,-22.43806,-55.23167,450,N,N,D,YES,PONTA PORÃ / Faz. Cachoeirinha,MS
AIRPORT21JUL16.3268,MULTIPOINT ((-54.05793045928517 -23.586497738894494)),2011-12-15,SNWG,AD,-23.58694,-54.05778,450,N,N,D,YES,ITAQUIRAÍ / Faz. Iporã,MS
AIRPORT21JUL16.3269,MULTIPOINT ((-56.55497906236277 -5.946894562040146)),2011-05-01,SNYR,AD,-5.94778,-56.55472,158,N,N,C,YES,ITAITUBA / Faz. Água Azul,PA
AIRPORT21JUL16.3270,MULTIPOINT ((-45.990865109108306 -18.219954912300732)),2011-12-15,SNYS,AD,-18.22056,-45.99111,975,N,N,C,YES,JOÃO PINHEIRO / Destilaria WD,MG
AIRPORT21JUL16.3271,MULTIPOINT ((-46.5092256090984 -16.584357463554664)),2012-03-08,SNTD,AD,-16.585,-46.50944,568,N,N,C,YES,NATALÂNDIA / Faz. Mamoneira,MG
AIRPORT21JUL16.3272,MULTIPOINT ((-53.5434594347654 -22.96620189692319)),2012-01-20,SNWH,AD,-22.96667,-53.54333,320,N,N,C,YES,QUERÊNCIA DO NORTE / Faz. São Matheus,PR
AIRPORT21JUL16.3273,MULTIPOINT ((-47.89290961904453 -2.8193346724214803)),2011-05-01,SNNC,AD,-2.82028,-47.89306,72,N,N,C,YES,IPIXUNA DO PARÁ / Rio Capim,PA
AIRPORT21JUL16.3274,MULTIPOINT ((-54.04403943960638 -22.30229302761789)),2011-12-15,SNQS,AD,-22.30278,-54.04389,432,N,N,D,YES,IVINHEMA / Faz. N.S. Auxiliadora,MS
AIRPORT21JUL16.3275,MULTIPOINT ((-53.47984589237713 -23.795393443401206)),2011-01-01,SNQT,AD,-23.79583,-53.47972,470,N,N,C,YES,UMUARAMA / Faz. Estrela do Sul,PR
AIRPORT21JUL16.3276,MULTIPOINT ((-48.751838359955435 -2.5243292190435787)),2011-01-01,SNTP,AD,-2.52528,-48.75194,20,N,N,C,YES,TAILÂNDIA / Agropalma,PA
AIRPORT21JUL16.3277,MULTIPOINT ((-60.00959377236256 -14.068178137763256)),2012-01-20,SNWI,AD,-14.06889,-60.00917,181,N,N,D,YES,NOVA LACERDA / Faz. São João do Guaporé,MT
AIRPORT21JUL16.3278,MULTIPOINT ((-51.49669025183541 -25.565726825295023)),2011-05-01,SNNM,AD,-25.56611,-51.49667,1098,N,N,C,YES,GUARAPUAVA / Entre Rios,PR
AIRPORT21JUL16.3279,MULTIPOINT ((-59.866809240386786 -14.063178270146821)),2012-01-20,SNNO,AD,-14.06389,-59.86639,305,N,N,D,YES,COMODORO / Faz. São Domingos,MT
AIRPORT21JUL16.3280,MULTIPOINT ((-58.625085705955534 -15.207374525718485)),2011-05-01,SNWJ,AD,-15.20806,-58.62472,410,N,N,D,YES,INDIAVAÍ  / Faz. Rancho Grande,MT
AIRPORT21JUL16.3281,MULTIPOINT ((-35.41289197602749 -5.660491459822701)),2012-01-20,SNOG,AD,-5.66139,-35.41361,52,N,N,C,YES,CEARÁ-MIRIM / Ceará-Mirim,RN
AIRPORT21JUL16.3282,MULTIPOINT ((-58.635642877648124 -15.839890074163698)),2011-12-15,SWEW,AD,-15.84056,-58.63528,200,N,N,D,YES,PORTO ESPERIDIÃO / Faz. Felicidade,MT
AIRPORT21JUL16.3283,MULTIPOINT ((-51.26612231375564 -19.036368984224268)),2014-11-13,SWJL,AD,-19.03694,-51.26611,410,N,N,C,YES,ITAJÁ / Faz. Invernada,GO
AIRPORT21JUL16.3284,MULTIPOINT ((-51.2097304674944 -14.714868505805214)),2012-01-20,SWCO,AD,-14.71556,-51.20972,280,N,N,D,YES,COCALINHO / Faz. Continental,MT
AIRPORT21JUL16.3285,MULTIPOINT ((-59.93959262178358 -15.18848287025229)),2011-01-01,SWHQ,AD,-15.18917,-59.93917,323,N,N,D,YES,VILA BELA DA SS. TRINDADE / Faz. Santa Cruz,MT
AIRPORT21JUL16.3286,MULTIPOINT ((-46.56506518768333 -12.965657951507337)),2011-01-01,SWJM,AD,-12.96639,-46.56528,630,N,N,C,YES,CAMPOS BELOS / Faz. Bom Jesus,GO
AIRPORT21JUL16.3287,MULTIPOINT ((-54.534057405103994 -15.980731998313601)),2011-12-15,SWJZ,AD,-15.98139,-54.53389,504,N,N,D,YES,JUSCIMEIRA / Faz. Morro Vermelho,MT
AIRPORT21JUL16.3288,MULTIPOINT ((-50.38691270882043 -18.052731422370243)),2011-05-01,SWHS,AD,-18.05333,-50.38694,519,N,N,C,YES,MAURILÂNDIA / Faz. São João,GO
AIRPORT21JUL16.3289,MULTIPOINT ((-50.86526912942282 -22.506189291636886)),2012-01-20,SWHU,AD,-22.50667,-50.86528,470,N,N,C,YES,RANCHARIA / Faz. Izaura - Usina Cocal,SP
AIRPORT21JUL16.3290,MULTIPOINT ((-49.841887859043894 -11.507570325374216)),2011-05-01,SWKE,AD,-11.50833,-49.84194,200,N,N,C,YES,FORMOSO DO ARAGUAIA / Cobrape,TO
AIRPORT21JUL16.3291,MULTIPOINT ((-54.75212136690405 -13.406502245257961)),2011-12-15,SWKG,AD,-13.40722,-54.75194,495,N,N,D,YES,NOVA UBIRATÃ / Faz. Água Limpa,MT
AIRPORT21JUL16.3292,MULTIPOINT ((-55.96578756076336 -10.337820158172358)),2012-01-20,SWHZ,AD,-10.33861,-55.96556,308,N,N,D,YES,CARLINDA / Faz. Taquaruçu Retiro,MT
AIRPORT21JUL16.3293,MULTIPOINT ((-55.1329743903125 -15.220434747284228)),2012-01-20,SWKH,AD,-15.22111,-55.13278,625,N,N,D,YES,CAMPO VERDE / Faz. Floresta,MT
AIRPORT21JUL16.3294,MULTIPOINT ((-54.60850494024997 -15.397384014420108)),2011-05-01,SWKJ,AD,-15.39806,-54.60833,555,N,N,D,YES,DOM AQUINO / Faz. Mutum,MT
AIRPORT21JUL16.3295,MULTIPOINT ((-52.21894574195949 -15.576278589896301)),2011-05-01,SWDB,AD,-15.57694,-52.21889,331,,N,D,YES,BARRA DO GARÇAS / Faz. Eldorado,MT
AIRPORT21JUL16.3296,MULTIPOINT ((-52.03671458956051 -14.856816333869256)),2011-05-01,SWDJ,AD,-14.8575,-52.03667,270,,N,D,YES,BARRA DO GARÇAS / Faz. Duas Âncoras - Seção JAÓ,MT
AIRPORT21JUL16.3297,MULTIPOINT ((-54.91434956883389 -10.861999142766775)),2011-12-15,SWIB,AD,-10.86278,-54.91417,386,N,N,D,YES,NOVA SANTA HELENA / Faz. Santa Laura,MT
AIRPORT21JUL16.3298,MULTIPOINT ((-43.96104056979884 -20.04666754327435)),2011-12-15,SJLY,HP,-20.04722,-43.96139,1341,Y,N,C,YES,NOVA LIMA / HELPN Helicentro BH,MG
AIRPORT21JUL16.3299,MULTIPOINT ((-45.20250709611938 -3.6499053631870018)),2011-05-01,SJQM,HP,-3.65083,-45.20278,35,N,N,C,YES,IGARAPÉ DO MEIO / HELPN Faz Lago Azul,MA
AIRPORT21JUL16.3300,MULTIPOINT ((-53.216781202126306 -28.180810660912776)),2012-01-20,SJQW,HP,-28.18111,-53.21667,550,N,N,C,YES,SANTA BÁRBARA DO SUL / HELPN Warna Roos,RS
AIRPORT21JUL16.3301,MULTIPOINT ((-44.39161043700615 -23.04036473739023)),2012-03-08,SJRD,HP,-23.04083,-44.39194,40,Y,N,C,YES,ANGRA DOS REIS / HELPN Ilha Josefa,RJ
