FID,geom,efetivacao,id,tipo,latitude,longitude,elevacao,vfr,ifr,timezone,privado,nome,uf
AIRPORT21JUL16.1,MULTIPOINT ((-49.613540767955946 -20.211956617427845)),2014-01-09,SSUU,HP,-20.2125,-49.61361,476,N,N,C,YES,PALESTINA / HELPN  Colombo II,SP
AIRPORT21JUL16.2,MULTIPOINT ((-44.968584802819585 -22.57340774663347)),2014-01-09,SJGQ,HP,-22.57389,-44.96889,553,Y,N,C,,CRUZEIRO / HEPLN Ledware,SP
AIRPORT21JUL16.3,MULTIPOINT ((-34.90342084222931 -8.130814847455966)),2013-05-30,SDGN,HP,-8.13167,-34.90417,88,Y,N,C,YES,RECIFE / HELPN Empresarial Pontes Corporate Center,PE
AIRPORT21JUL16.4,MULTIPOINT ((-46.68172434568247 -23.590385146129254)),2013-05-30,SDXQ,HP,-23.59083,-46.68194,828,Y,N,C,YES,SÃO PAULO / HELPN Internacional Plaza II,SP
AIRPORT21JUL16.5,MULTIPOINT ((-55.94967338202517 -6.413848639305629)),2013-05-30,SISG,AD,-6.41472,-55.94944,213,N,,C,YES,ITAITUBA/São Chico,PA
AIRPORT21JUL16.6,MULTIPOINT ((-45.32889949523092 -8.425834048531657)),2013-05-30,SSIA,AD,-8.42667,-45.32917,530,N,,C,YES,BAIXA GRANDE DO RIBEIRO/Ipe,PI
AIRPORT21JUL16.7,MULTIPOINT ((-51.950322719617354 -19.720554267137285)),2014-07-24,SWXL,AD,-19.72111,-51.95028,445,N,N,D,YES,INOCÊNCIA / Faz. Santa Maria,MS
AIRPORT21JUL16.8,MULTIPOINT ((-56.592491304073924 -17.14381502742538)),2014-07-24,SJHK,AD,-17.14444,-56.59222,101,N,,D,YES,BARÃO DE MELGAÇO / Faz. Santa Maria do Porto de Capivara,MT
AIRPORT21JUL16.9,MULTIPOINT ((-48.210695448888764 -18.173844793596295)),2014-07-24,SWFM,AD,-18.17444,-48.21083,632,N,N,C,YES,GOIANDIRA/Faz. Maiador,GO
AIRPORT21JUL16.10,MULTIPOINT ((-40.283945855088135 -6.103282894186594)),2013-05-30,SSMM,HP,-6.10417,-40.28444,380,Y,N,D,YES,TAUÁ/HELP Macaé,CE
AIRPORT21JUL16.11,MULTIPOINT ((-38.889161712594294 -3.9671304353188286)),2013-05-30,SSYJ,HP,-3.96806,-38.88972,91,Y,N,C,YES,MARANGUAPE / HELPN Boisa,CE
AIRPORT21JUL16.12,MULTIPOINT ((-39.0677587817486 -16.48711863980924)),2013-05-30,SNSD,HP,-16.48778,-39.06833,4,Y,,C,YES,PORTO SEGURO/ HELPN Passargada,BA
AIRPORT21JUL16.13,MULTIPOINT ((-35.57511673383738 -8.702216124764039)),2013-05-30,SDDL,HP,-8.70306,-35.57583,118,Y,,C,YES,PALMARES/HELPN Hospital Geral de Palmares,PE
AIRPORT21JUL16.14,MULTIPOINT ((-43.50601072572929 -23.001194926716053)),2013-05-30,SJGG,HP,-23.00167,-43.50639,3,Y,N,C,YES,RIO DE JANEIRO/HELPN Grota Funda,RJ
AIRPORT21JUL16.15,MULTIPOINT ((-44.372728590781854 -19.465819136138364)),2013-05-30,SDBO,HP,-19.46639,-44.37306,738,Y,N,C,YES,INHAÚMA/HELPN Morada Nova,MG
AIRPORT21JUL16.16,MULTIPOINT ((-46.69200245515011 -23.702332969517187)),2013-05-30,SSXK,HP,-23.70278,-46.69222,776,N,N,C,YES,SÃO PAULO/HELPN Kartódromo Ayrton Senna,SP
AIRPORT21JUL16.17,MULTIPOINT ((-54.45961167082321 -18.544409751796138)),2013-02-07,SITV,AD,-18.545,-54.45944,326,N,N,D,YES,COXIM / Faz. Serra Dourada,MS
AIRPORT21JUL16.18,MULTIPOINT ((-56.09969107685378 -18.14411954957062)),2013-05-30,SSTA,AD,-18.14472,-56.09944,135,N,,D,YES,CORUMBÁ/Faz. Santa Cecília II,MS
AIRPORT21JUL16.19,MULTIPOINT ((-46.1961444351075 -23.523160183972482)),2014-01-09,SWHW,HP,-23.52361,-46.19639,796,N,N,C,YES,MOJI DAS CRUZES / HELPN Helbor Tower,SP
AIRPORT21JUL16.20,MULTIPOINT ((-52.32451216676804 -28.303037552650164)),2013-05-30,SSYU,HP,-28.30333,-52.32444,705,Y,,C,YES,PASSO FUNDO/ HELPN José Antonio Andreetta,RS
AIRPORT21JUL16.21,MULTIPOINT ((-43.95187356862796 -19.994166086468475)),2013-05-30,SDGV,HP,-19.99472,-43.95222,1213,Y,,C,YES,NOVA LIMA/ HELPN Conde,MG
AIRPORT21JUL16.22,MULTIPOINT ((-49.5783957374099 -27.863106178157945)),2013-05-30,SIJN,AD,-27.86342,-49.57847,878,N,,C,YES,BOM RETIRO/Pouso na Serra,SC
AIRPORT21JUL16.23,MULTIPOINT ((-51.99421172280171 -10.137539658306515)),2013-01-10,SDLD,AD,-10.13833,-51.99417,288,N,N,D,YES,CONFRESA/ Faz. Barra Grande,MT
AIRPORT21JUL16.24,MULTIPOINT ((-42.60988709675937 -4.600477914072906)),2013-01-10,SIQZ,AD,-4.60139,-42.61028,147,N,N,C,YES,JOSÉ DE FREITAS / Faz. Lagoa Serena,PI
AIRPORT21JUL16.25,MULTIPOINT ((-57.67920171568173 -10.810329102167199)),2013-01-10,SNJE,AD,-10.81111,-57.67889,289,N,N,D,YES,JUARA / Faz. Mandassaia,MT
AIRPORT21JUL16.26,MULTIPOINT ((-61.39104058161707 -10.120309471019494)),2013-02-07,SDFA,AD,-10.12111,-61.39056,195,N,,D,YES,RODOLÂNDIA/ Faz. Providência,MT
AIRPORT21JUL16.27,MULTIPOINT ((-55.71439036632525 -14.477082682786833)),2013-02-07,SITN,AD,-14.47778,-55.71417,292,N,,D,YES,ROSÁRIO OESTE/ SESC Serra Azul,MT
AIRPORT21JUL16.28,MULTIPOINT ((-46.744783186763904 -23.52649442963308)),2013-02-07,SDSX,HP,-23.52694,-46.745,745,Y,,C,YES,SÃO PAULO/ HELPN ITM Expo,SP
AIRPORT21JUL16.29,MULTIPOINT ((-42.28874259075837 -17.686045677772)),2013-02-07,SIRA,AD,-17.68667,-42.28917,1019,N,,C,YES,SETUBINHA/ Faz. Primavera,MG
AIRPORT21JUL16.30,MULTIPOINT ((-55.05603685884222 -23.884838922223768)),2013-02-07,SDBI,AD,-23.88528,-55.05583,354,N,,D,YES,SETE QUEDAS/ Faz. Piray,MS
AIRPORT21JUL16.31,MULTIPOINT ((-38.42579394672288 -12.838420227790843)),2013-02-07,SIEI,HP,-12.83917,-38.42639,91,Y,,C,YES,SIMÕES FILHO/ HELPN HELÍCIA,BA
AIRPORT21JUL16.32,MULTIPOINT ((-44.18772811500927 -14.617083514533187)),2013-11-14,SJBF,AD,-14.61778,-44.18806,508,N,N,C,YES,MANGA / Faz. Santa Bárbara,MG
AIRPORT21JUL16.33,MULTIPOINT ((-46.82756517732035 -23.502049367288922)),2013-11-14,SWEG,HP,-23.5025,-46.82778,785,Y,N,C,YES,BARUERI / HELPN Engevix,SP
AIRPORT21JUL16.34,MULTIPOINT ((-50.779431633444005 -20.855030523752614)),2013-11-14,SWTG,AD,-20.85556,-50.77944,343,Y,N,C,YES,SANTO ANTÔNIO DO ARACANGUÁ / Faz. Santa Marina,SP
AIRPORT21JUL16.35,MULTIPOINT ((-49.58854099052018 -16.656305890224665)),2013-11-14,SWFP,HP,-16.65694,-49.58861,797,Y,N,C,YES,TRINDADE / HELPN Faz. Planalto,GO
AIRPORT21JUL16.36,MULTIPOINT ((-48.63931978948665 -26.95243679543767)),2013-11-14,SSRV,HP,-26.95278,-48.63944,840,Y,N,C,YES,ITAJAÍ / HELPN Riviera,SC
AIRPORT21JUL16.37,MULTIPOINT ((-55.57244679379058 -20.75946931022044)),2013-11-14,SIIT,AD,-20.76,-55.57222,363,N,N,D,YES,ANASTÁCIO / Faz. Cachoeira,MS
AIRPORT21JUL16.38,MULTIPOINT ((-49.29074554519363 -22.744806959733992)),2013-11-14,SICI,AD,-22.74528,-49.29083,633,N,N,C,YES,AGUDOS / Domélia,SP
AIRPORT21JUL16.39,MULTIPOINT ((-50.67859339201652 -20.040563223324185)),2013-11-14,SNEP,HP,-20.04111,-50.67861,412,N,,C,YES,SANTA ALBERTINA/ HELPN Colombo III,SP
AIRPORT21JUL16.40,MULTIPOINT ((-48.194310318976015 -10.701996098131136)),2013-11-14,SIZM,AD,-10.70278,-48.19444,312,N,N,C,YES,PORTO NACIONAL / Faz. Santa Clara,TO
AIRPORT21JUL16.41,MULTIPOINT ((-50.6280360778692 -12.800100313298355)),2014-03-06,SJQP,AD,-12.80083,-50.62806,244,N,N,D,YES,COCALINHO / Estância Rebog,MT
AIRPORT21JUL16.42,MULTIPOINT ((-48.86739037829413 -23.447327612265134)),2014-03-06,SWDI,AD,-23.44778,-48.8675,656,N,N,C,YES,PARANAPANEMA/Aeroagrícola Solo,SP
AIRPORT21JUL16.43,MULTIPOINT ((-38.14773815838161 -5.200208155883309)),2014-03-06,SDGQ,AD,-5.20111,-38.14833,47,N,N,C,YES,LIMOEIRO DO NORTE / Jeová Gomes,CE
AIRPORT21JUL16.44,MULTIPOINT ((-50.835267686965445 -21.595329445460795)),2013-02-07,SDDI,AD,-21.59583,-50.83528,638,N,N,C,YES,SALMORÃO / Faz. Tamara,SP
AIRPORT21JUL16.45,MULTIPOINT ((-51.2108416670187 -15.566834062694669)),2013-02-07,SNFV,AD,-15.5675,-51.21083,375,N,N,C,YES,SANTA FÉ DE GOIÁS / Serra da Pintura,GO
AIRPORT21JUL16.46,MULTIPOINT ((-54.44099693049826 -15.432940575788328)),2013-11-14,SWJO,AD,-15.43361,-54.44083,639,N,N,D,YES,POXORÉO / Faz. São José,MT
AIRPORT21JUL16.47,MULTIPOINT ((-58.109785901485786 -16.705468220483493)),2013-02-07,SSZN,AD,-16.70611,-58.10944,107,N,N,D,YES,CÁCERES/Faz.Carandazal,MT
AIRPORT21JUL16.48,MULTIPOINT ((-47.55288447368567 -19.319152837252982)),2013-02-07,SJQL,AD,-19.31972,-47.55306,950,N,N,C,YES,SANTA JULIANA / Águas Claras Aviação Agrícola,MG
AIRPORT21JUL16.49,MULTIPOINT ((-52.307004887994275 -13.188442667715147)),2013-02-07,SDQB,AD,-13.18917,-52.30694,381,N,N,D,YES,QUERÊNCIA / Faz. Estrela D`Alva,MT
AIRPORT21JUL16.50,MULTIPOINT ((-50.513030927913604 -8.947236003966113)),2013-02-07,SIDJ,AD,-8.94806,-50.51306,246,N,N,C,YES,SANTA MARIA DAS BARREIRAS / Faz. Arpa,PA
AIRPORT21JUL16.51,MULTIPOINT ((-49.92244131010312 -28.296092956243378)),2013-02-07,SDYU,HP,-28.29639,-49.9225,1373,Y,N,C,YES,SÃO JOAQUIM / HELPN Pericó Vinícola,SC
AIRPORT21JUL16.52,MULTIPOINT ((-54.07152960353623 -1.995708190186306)),2012-01-20,SNMA,AD,-1.99667,-54.07139,99,N,N,C,NO,MONTE ALEGRE / Monte Alegre,PA
AIRPORT21JUL16.53,MULTIPOINT ((-42.76683853739417 -5.008263595904863)),2013-02-07,SDYQ,HP,-5.00917,-42.76722,76,N,N,C,YES,TERESINA / HELPN Condomínio Aldebaran Ville,PI
AIRPORT21JUL16.54,MULTIPOINT ((-42.61905391397643 -5.0729869765281315)),2013-02-07,SNVG,HP,-5.07389,-42.61944,141,N,N,C,YES,TERESINA / HELPN Sinhozinho Macedo,PI
AIRPORT21JUL16.55,MULTIPOINT ((-48.94905653045346 -28.52776677048165)),2013-02-07,SIEZ,AD,-28.52806,-48.94917,8,N,N,C,YES,TUBARÃO / Asa Branca,SC
AIRPORT21JUL16.56,MULTIPOINT ((-46.65673455377719 -14.802646442648186)),2013-11-14,SJGR,AD,-14.80333,-46.65694,522,N,N,C,YES,SANTA MARIA/Flores de Goiás,GO
AIRPORT21JUL16.57,MULTIPOINT ((-52.68674738824667 -18.74774971495164)),2013-11-14,SDRV,AD,-18.74833,-52.68667,821,N,N,D,YES,CHAPADÃO DO SUL/Tenoar,MS
AIRPORT21JUL16.58,MULTIPOINT ((-46.46171265807512 -23.92622827313067)),2013-11-14,SIMT,HP,-23.92667,-46.46194,54,Y,N,C,YES,SÃO VICENTE/HELPN Pedreira Maria Teresa LTDA,SP
AIRPORT21JUL16.59,MULTIPOINT ((-56.193051361529875 -29.30778871979469)),2013-01-10,SJZQ,AD,-29.30806,-56.19278,70,N,N,C,YES,ITAQUI / Faz. Bom Retiro,RS
AIRPORT21JUL16.60,MULTIPOINT ((-38.43940532625518 -12.992034816261443)),2014-01-09,SWDL,HP,-12.99278,-38.44,8,Y,,C,YES,SALVADOR / HELPN Del Rey,BA
AIRPORT21JUL16.61,MULTIPOINT ((-49.161014658209 -25.632950583758856)),2014-01-09,SSIG,HP,-25.63333,-49.16111,907,Y,N,C,YES,SÃO JOSÉ DOS PINHAIS / HELPN Isogama,PR
AIRPORT21JUL16.62,MULTIPOINT ((-46.69783625267869 -23.60094104174187)),2014-01-09,SDMN,HP,-23.60139,-46.69806,864,Y,N,C,YES,SÃO PAULO / HELPN Continental Tower,SP
AIRPORT21JUL16.63,MULTIPOINT ((-45.9853137109499 -14.680420582647336)),2014-01-09,SJBU,AD,-14.68111,-45.98556,930,N,N,C,YES,JABORANDI / Faz. Alto Jaborandir,BA
AIRPORT21JUL16.64,MULTIPOINT ((-48.306810574685855 -19.03247900797018)),2013-11-14,SIWC,AD,-19.03306,-48.30694,873,N,N,C,YES,UBERLÂNDIA / Asas do Cerrado,MG
AIRPORT21JUL16.65,MULTIPOINT ((-57.6203171704737 -16.237401614756017)),2013-11-14,SWUH,AD,-16.23806,-57.62,396,N,N,D,YES,CÁCERES / Faz. Primavera,MT
AIRPORT21JUL16.66,MULTIPOINT ((-52.68758162424635 -20.465852508527206)),2013-11-14,SWZR,AD,-20.46639,-52.6875,402,N,N,D,YES,ÁGUA CLARA / Faz. Ponto de Apoio,MS
AIRPORT21JUL16.67,MULTIPOINT ((-45.9105750860346 -23.21981734544018)),2014-05-29,SIUJ,HP,-23.22028,-45.91083,689,Y,,C,YES,SÃO JOSÉ DOS CAMPOS/ HELPN The One Office Tower,SP
AIRPORT21JUL16.68,MULTIPOINT ((-46.142545297894976 -12.804542716423176)),2014-05-29,SSDZ,AD,-12.80528,-46.14278,890,N,,C,YES,SÃO DESIDÉRIO/ Faz. Requinte,BA
AIRPORT21JUL16.69,MULTIPOINT ((-39.01442330805012 -16.3576708686527)),2014-05-29,SWFH,AD,-16.35833,-39.015,5,N,,C,YES,PORTO SEGURO/ Fly Club,BA
AIRPORT21JUL16.70,MULTIPOINT ((-40.66671508705703 -19.46358832530954)),2014-01-09,SWZH,AD,-19.46417,-40.66722,247,N,N,C,YES,COLATINA / Faz. XV de outubro,ES
AIRPORT21JUL16.71,MULTIPOINT ((-47.864844773562304 -18.720248014598585)),2013-11-14,SNEA,AD,-18.72083,-47.865,965,N,N,C,YES,ESTRELA DO SUL/Piçarrão,MG
AIRPORT21JUL16.72,MULTIPOINT ((-46.65394521345003 -23.563162067981576)),2013-11-14,SDZR,HP,-23.56361,-46.65417,910,Y,N,C,YES,SÃO PAULO/HELPN SESI-FIESP,SP
AIRPORT21JUL16.73,MULTIPOINT ((-48.2845853628268 -21.229484509570977)),2012-01-20,SDJC,AD,-21.23,-48.28472,616,N,N,C,NO,JABOTICABAL / Jaboticabal,SP
AIRPORT21JUL16.74,MULTIPOINT ((-49.75188391372514 -9.960313481062924)),2014-05-29,SJDC,AD,-9.96111,-49.75194,177,N,N,C,YES,PIUM / Faz. Vale Verde,TO
AIRPORT21JUL16.75,MULTIPOINT ((-46.83728788496562 -23.5048272417653)),2014-04-03,SWKM,HP,-23.50528,-46.8375,825,Y,,C,YES,BARUERI / HELPN Castelo Branco Office Park - Torre II,SP
AIRPORT21JUL16.76,MULTIPOINT ((-63.16417060207133 -3.943241124547578)),2012-03-08,SJQY,HP,-3.94417,-63.16361,34,N,N,D,YES,COARI / HELPN Terminal do Solimões,AM
AIRPORT21JUL16.77,MULTIPOINT ((-45.215562554673866 -5.501607823105817)),2012-01-20,SNBC,AD,-5.5025,-45.21583,155,,N,C,NO,BARRA DO CORDA / Barra do Corda,MA
AIRPORT21JUL16.78,MULTIPOINT ((-46.053100469615785 -7.524426819705382)),2012-01-20,SNBS,AD,-7.52528,-46.05333,284,N,N,C,NO,BALSAS / Balsas,MA
AIRPORT21JUL16.79,MULTIPOINT ((-43.07768497737201 -6.845244365698995)),2011-05-01,SNQG,AD,-6.84611,-43.07806,210,N,N,C,NO,FLORIANO / Cangapara,PI
AIRPORT21JUL16.80,MULTIPOINT ((-46.756728366494585 -23.444547548509615)),2014-03-06,SNPH,HP,-23.445,-46.75694,782,Y,,C,YES,SÃO PAULO / HELPN Rei da Pamonha,SP
AIRPORT21JUL16.81,MULTIPOINT ((-43.179605818458015 -22.908135847770545)),2014-01-09,SNDE,HP,-22.90861,-43.18,134,Y,N,C,YES,RIO DE JANEIRO / HELPN BNDES,RJ
AIRPORT21JUL16.82,MULTIPOINT ((-35.63762053264561 -8.172205858799233)),2014-01-09,SNNT,HP,-8.17306,-35.63833,525,Y,,C,YES,GRAVATÁ / HELPN Lagoa do Cavalo,PE
AIRPORT21JUL16.83,MULTIPOINT ((-45.77086167818972 -12.124248887095106)),2014-01-09,SNJL,AD,-12.125,-45.77111,734,N,N,C,YES,LUÍS EDUARDO MAGALHÃES / J Lem,BA
AIRPORT21JUL16.84,MULTIPOINT ((-50.172177921998994 -25.11432370351288)),2014-05-29,SWTM,HP,-25.11472,-50.17222,885,Y,N,C,YES,PONTA GROSSA / HELPN Moro Golf Club,PR
AIRPORT21JUL16.85,MULTIPOINT ((-43.91826090426121 -19.952498212150523)),2014-05-29,SSRN,HP,-19.95306,-43.91861,1111,Y,,C,YES,BELO HORIZONTE / HELPN Serra do Curral,MG
AIRPORT21JUL16.86,MULTIPOINT ((-48.81016701963046 -21.247263180406417)),2014-07-24,SJCK,HP,-21.24778,-48.81028,604,Y,N,C,YES,SANTA ADÉLIA / HELPN Colombo I,SP
AIRPORT21JUL16.87,MULTIPOINT ((-42.024549348926264 -22.596457055176078)),2014-07-24,SSTY,AD,-22.59694,-42.025,3,N,N,C,YES,CABO FRIO/Faz. Tosana,RJ
AIRPORT21JUL16.88,MULTIPOINT ((-40.29783550223686 -5.969946992212545)),2013-05-02,SWVG,HP,-5.97083,-40.29833,423,Y,N,C,YES,TAUÁ / HELPN Riacho Verde,CE
AIRPORT21JUL16.89,MULTIPOINT ((-41.05283853490266 -21.45836626755395)),2013-11-14,SIQQ,AD,-21.45889,-41.05333,9,N,,C,YES,SÃO FRANCISCO DE ITABAPOANA/ José Bernardo,RJ
AIRPORT21JUL16.90,MULTIPOINT ((-47.56843605776345 -23.360934952473947)),2013-05-30,SJBM,HP,-23.36139,-47.56861,572,N,N,C,YES,PORTO FELIZ / HELPN Faz. Boa Vista,SP
AIRPORT21JUL16.91,MULTIPOINT ((-46.68200214695723 -23.584829424807097)),2013-05-30,SWYD,HP,-23.58528,-46.68222,835,Y,,C,YES,SÃO PAULO / HELPN Spazio Faria Lima,SP
AIRPORT21JUL16.92,MULTIPOINT ((-47.555935544551595 -23.27204339435834)),2013-05-30,SDBT,HP,-23.2725,-47.55611,622,Y,N,C,YES,PORTO FELIZ / HELPN Haras São Pedro do Alto,SP
AIRPORT21JUL16.93,MULTIPOINT ((-46.3311504365147 -23.963173634279894)),2014-01-09,SIWJ,HP,-23.96361,-46.33139,97,Y,N,C,YES,SANTOS / HELPN Parque Ana Costa,SP
AIRPORT21JUL16.94,MULTIPOINT ((-45.6044590395706 -17.124092457227214)),2014-01-09,SWSH,AD,-17.12472,-45.60472,528,N,N,C,YES,JOÃO PINHEIRO / Faz. Agropecuária Nossa Senhora Aparecida,MG
AIRPORT21JUL16.95,MULTIPOINT ((-47.50232031888528 -24.305130075157795)),2014-01-09,SSYS,AD,-24.30556,-47.5025,33,N,N,C,YES,MIRACATU / Aero do Vale Miracatu,SP
AIRPORT21JUL16.96,MULTIPOINT ((-48.14985501398175 -22.654247902712783)),2014-01-09,SSYQ,AD,-22.65472,-48.15,503,N,N,C,YES,ANHEMBI / Faz. Água das Pedras,SP
AIRPORT21JUL16.97,MULTIPOINT ((-54.44156354646383 -25.484055600632303)),2014-01-09,SWIT,AD,-25.48444,-54.44139,273,N,N,C,YES,SANTA TEREZINHA DE ITAIPU / Clube de Voo Itaipu,PR
AIRPORT21JUL16.98,MULTIPOINT ((-59.25678267419492 -15.334321000217919)),2014-01-09,SSBZ,HP,-15.335,-59.25639,304,N,,D,YES,PONTES E LACERDA / HELPN Mineração Serra da Borda,MT
AIRPORT21JUL16.99,MULTIPOINT ((-61.7760609903564 -11.654230999066238)),2013-11-14,SWBS,AD,-11.655,-61.77556,216,N,N,D,YES,ROLIM DE MOURA/ Rolim de Moura,RO
AIRPORT21JUL16.100,MULTIPOINT ((-50.853045739401104 -29.36140693764865)),2014-01-09,SDTT,HP,-29.36167,-50.85306,827,Y,N,C,YES,GRAMADO / HELPN Região das Hortências,RS
AIRPORT21JUL16.101,MULTIPOINT ((-53.731245760269445 -22.040341226070765)),2014-01-09,SWFK,AD,-22.04083,-53.73111,390,N,N,D,YES,ANGÉLICA / Faz. Kurupay,MS
AIRPORT21JUL16.102,MULTIPOINT ((-39.84364700489573 -6.98829974252122)),2014-01-09,SJEV,AD,-6.98917,-39.84417,679,N,N,C,YES,ASSARÉ / Evanderto Almeida,CE
AIRPORT21JUL16.103,MULTIPOINT ((-46.61533216555226 -23.55732850482206)),2014-01-09,SNDK,HP,-23.55778,-46.61556,811,Y,N,C,YES,SÃO PAULO / HELPN CTO Itaú,SP
AIRPORT21JUL16.104,MULTIPOINT ((-47.72178730671913 -12.064804505973813)),2013-11-14,SWMN,AD,-12.06556,-47.72194,372,N,N,C,YES,NATIVIDADE/Santa Mônica,TO
AIRPORT21JUL16.105,MULTIPOINT ((-58.43980066186274 -16.10906376848257)),2013-05-30,SSTS,AD,-16.10972,-58.43944,155,N,N,D,YES,CÁCERES / Soteco,MT
AIRPORT21JUL16.106,MULTIPOINT ((-35.818736797716866 -9.741959606300588)),2014-03-06,SJYZ,HP,-9.74278,-35.81944,5,N,N,C,YES,MARECHAL DEODORO/HELPN Umuarama,AL
AIRPORT21JUL16.107,MULTIPOINT ((-44.2030144148903 -7.501647410644315)),2014-01-09,SWUV,AD,-7.5025,-44.20333,450,N,N,C,YES,SEBASTIÃO LEAL / Faz. Progresso,PI
AIRPORT21JUL16.108,MULTIPOINT ((-46.076710835932175 -10.423933143113558)),2014-01-09,SWAG,AD,-10.42472,-46.07694,778,N,,C,YES,MATEIROS / Agrícola Rio Galhão,TO
AIRPORT21JUL16.109,MULTIPOINT ((-48.988780901439064 -28.473598320333224)),2014-01-09,SWSO,HP,-28.47389,-48.98889,24,Y,,C,YES,TUBARÃO / HELPN Socimed,SC
AIRPORT21JUL16.110,MULTIPOINT ((-51.36279412162406 -22.774530524078116)),2014-01-09,SWPU,AD,-22.775,-51.36278,434,N,,C,YES,PORECATU / Porecatu,PR
AIRPORT21JUL16.111,MULTIPOINT ((-46.84923293376089 -23.503160541071484)),2014-01-09,SWTE,HP,-23.50361,-46.84944,898,Y,,C,YES,BARUERI / HELPN West Side,SP
AIRPORT21JUL16.112,MULTIPOINT ((-35.24843983942904 -5.90744022033923)),2014-03-06,SBNT,AD,-5.90833,-35.24917,52,Y,Y,C,PUB/MIL,NATAL / Augusto Severo,RN
AIRPORT21JUL16.113,MULTIPOINT ((-45.04610795519354 -9.187794427470642)),2014-01-09,SILI,AD,-9.18861,-45.04639,621,N,N,C,YES,BOM JESUS / Faz. Santa Clara,PI
AIRPORT21JUL16.114,MULTIPOINT ((-46.44810164216778 -23.48343715811109)),2014-01-09,SJMA,HP,-23.48389,-46.44833,731,Y,N,C,YES,GUARULHOS / HELPN ETE São Miguel Paulista,SP
AIRPORT21JUL16.115,MULTIPOINT ((-53.34317041923072 -21.54199378947998)),2014-01-09,SWRM,AD,-21.5425,-53.34306,305,N,N,D,YES,RIBAS DO RIO PARDO / Faz. Sumaré,MS
AIRPORT21JUL16.116,MULTIPOINT ((-44.2871608345965 -23.013697063584267)),2014-01-09,SWMB,HP,-23.01417,-44.2875,28,Y,N,C,YES,ANGRA DOS REIS / HELPN Sítio Mombaça,RJ
AIRPORT21JUL16.117,MULTIPOINT ((-35.54400511083822 -8.21887326732986)),2013-11-14,SILW,HP,-8.21972,-35.54472,465,Y,N,C,YES,GRAVATÁ / HELPN Monte das Acácias,PE
AIRPORT21JUL16.118,MULTIPOINT ((-53.474566060794764 -21.79394539897707)),2013-11-14,SDVK,AD,-21.79444,-53.47444,363,N,N,D,YES,NOVA ANDRADINA / Faz. São Pedro,MS
AIRPORT21JUL16.119,MULTIPOINT ((-46.68366888040909 -23.59538529894625)),2013-11-14,SSCS,HP,-23.59583,-46.68389,832,Y,,C,YES,SÃO PAULO/ HELPN Continental Square,SP
AIRPORT21JUL16.120,MULTIPOINT ((-43.9579850489894 -19.96222077869295)),2013-11-14,SWVM,HP,-19.96278,-43.95833,1018,Y,N,C,YES,BELO HORIZONTE / HELPN Vinte e Oito,MG
AIRPORT21JUL16.121,MULTIPOINT ((-52.498125534734555 -14.64153315326036)),2014-01-09,SNDZ,AD,-14.64222,-52.49806,307,N,N,D,YES,NOVA XAVANTINA / Mineração Caraíba,MT
AIRPORT21JUL16.122,MULTIPOINT ((-44.21689787962066 -13.399832343658016)),2011-12-15,SNVD,AD,-13.40056,-44.21722,564,N,N,C,NO,SANTA MARIA DA VITÓRIA / Santa Maria da Vitória,BA
AIRPORT21JUL16.123,MULTIPOINT ((-60.221826652106365 -14.402352339683164)),2013-11-14,SSRR,AD,-14.40306,-60.22139,273,N,N,D,YES,VILA BELA DA SS. TRINDADE / Serra Negra,MT
AIRPORT21JUL16.124,MULTIPOINT ((-44.02021123763822 -19.533875883883216)),2013-11-14,SSRH,HP,-19.53444,-44.02056,684,Y,N,C,YES,MATOZINHOS / HELPN Haras Sahara,MG
AIRPORT21JUL16.125,MULTIPOINT ((-57.041400907663686 -16.51713173305239)),2014-07-24,SIUU,AD,-16.51778,-57.04111,114,N,,D,YES,POCONÉ / Faz. Santa Eulalia,MT
AIRPORT21JUL16.126,MULTIPOINT ((-49.396860144580685 -25.582393582369292)),2014-07-24,SJRL,HP,-25.58278,-49.39694,939,Y,,C,YES,ARAUCÁRIA / HELPN Ryhad Palace Hotel,PR
AIRPORT21JUL16.127,MULTIPOINT ((-43.920483307226476 -19.91971954089945)),2014-07-24,SNBY,HP,-19.92028,-43.92083,939,Y,N,C,YES,BELO HORIZONTE / HELPN Torre Boulevard,MG
AIRPORT21JUL16.128,MULTIPOINT ((-46.885623299350684 -23.727889562693267)),2014-06-26,SNNI,HP,-23.72833,-46.88583,857,N,N,C,YES,ITAPECERICA DA SERRA/ HELPN HTO- Horto da Paz,SP
AIRPORT21JUL16.129,MULTIPOINT ((-52.60035429823271 -18.807195799483292)),2014-07-24,SSLW,AD,-18.80778,-52.60028,800,N,,D,YES,CHAPADÃO DO SUL / Faz. Reunidas Schlatter,MS
AIRPORT21JUL16.130,MULTIPOINT ((-48.98961621087215 -26.472699387474357)),2014-07-24,SIXY,HP,-26.47306,-48.98972,20,Y,N,C,YES,GUARAMIRIM/HELPN Lunender Têxtil,SC
AIRPORT21JUL16.131,MULTIPOINT ((-46.196992572488455 -12.524258474574676)),2014-07-24,SJTR,AD,-12.525,-46.19722,902,N,,C,YES,AURORA DO TOCANTINS / Faz. Timbaúba I,TO
